FOOD_CODE,FOOD_NAME,ENERGY
D013883,오리진 쉐이크,535
D013884,초코 쿠키쉐이크,613
D013885,딸기 쉐이크,650
D013886,(EX) 레몬에이드,188
D013887,레몬에이드,117
D013888,자몽에이드,124
D013889,(EX) 자몽에이드,199
D013890,청포도에이드,131
D013891,(EX) 청포도에이드,197
D013892,라임에이드,134
D013893,(EX) 라임에이드,201
D013894,흑당 밀크티 빙수,812
D013895,딸기 치즈 빙수,890
D013896,아포가토 스트로베리 쿠키,407
D013897,눈꽃 팥빙수,956
D013898,눈꽃 애플망고빙수,632
D013899,눈꽃 초코빙수,655
D013900,라이언 미니케이크,185
D013901,어피치 미니케이크,170
D013902,튜브 미니케이크,155
D013903,크루아상,260
D013904,갈릭 치즈 브레드,682
D013905,떠먹는 티라미수,395
D013906,떠먹는 롤케이크(플레인),185
D013907,떠먹는 롤케익(초코),180
D013908,이디야키즈 유기농 곡물바 딸기,135
D013909,미니 코코 크런치,490
D013913,크리미초코 감자쿠키,360
D013914,크리미치즈 그레인쿠키,557
D013916,데블스 초코 케이크,315
D013917,초코 티라미수,245
D013918,수플레 치즈 케이크,272
D013919,브라우니 쿠키,178
D013920,소고기 브리또,397
D013921,핫치킨 브리또,395
D013922,생크림 티라미수빵,234
D013923,생크림 초코쿠키빵,220
D013924,생크림 팥빵,256
D013925,허니 카라멜 브레드,729
D013926,메이플 넛 브레드,824
D013927,생크림 와플,397
D013928,플레인 와플,327
D013929,크림치즈 와플,424
D013930,메이플 와플,353
D013931,크로크 무슈,461
D013932,잉글리쉬 머핀,294
D013933,오리지널 핫 번,240
D013934,핫 치즈 번,235
D013935,소시지롤,416
D013936,치즈롤,370
D013937,프레즐,250
D013938,플레인 베이글,295
D013939,어니언 베이글,280
D013940,블루베리 베이글,283
D013941,이디야 티라미수,195
D013944,블루베리 치즈 스틱케익,140
D013945,플레인 치즈 스틱케익,140
D013946,스노우 쿠키슈,160
D013947,크림치즈 머핀,432
D013948,초코칩 머핀,420
D013949,블루베리 머핀,433
D013951,초코렛 청크 쿠키,185
D013952,마카다미아 쿠키,190
D013953,콤비네이션 피자,266.1
D013954,화이트갈릭 피자,285.9
D013955,불고기 피자,264.2
D013956,포테이토 피자,246.9
D013957,페퍼로니 피자,294.3
D013958,치즈 피자,290
D013959,치킨 피자,259.3
D013960,하와이언 피자,262.8
D013961,야채 피자,240.7
D013962,목우촌미트 피자,276.8
D013963,고구마디럭스 피자,236
D013964,레드핫치킨 피자,246.3
D013965,핫바비큐 피자,276.2
D013966,시카고 피자,283.3
D013967,스파이시 치킨피자,259.8
D013968,쉬림프디럭스 피자,265.1
D013969,미트스파게티,160.7
D013970,그릴윙봉,235.5
D013971,치즈브래드 스틱,354.5
D013972,고구마브래드 스틱,315.1
D013973,치즈피자L,338
D013974,치즈피자XL,450
D013975,야채피자L,343
D013976,야채피자 XL,454
D013977,콤비네이션피자 L,387
D013978,콤비네이션피자 XL,516
D013979,불고기피자 L,391
D013980,불고기피자 XL,522
D013981,고구마피자L,410
D013982,고구마피자 XL,549
D013983,핫치킨피자 L,389
D013984,핫치킨피자 XL,518
D013985,페파로니피자 L,365
D013986,페파로니피자 XL,489
D013987,하와이안피자 L,352
D013988,하와이안피자 XL,365
D013989,포테이토피자 L,489
D013990,포테이토피자 XL,352
D013991,프리미엄불고기피자 L,469
D013992,프리미엄불고기피자 XL,408
D013993,베이컨피자 L,543
D013994,베이컨피자 XL,319
D013995,스테이크피자 L,426
D013996,스테이크피자 XL,368
D013997,킹크래미피자 L,490
D013998,킹크래미피자 XL,297
D013999,떡갈비피자 L,397
D014000,떡갈비피자 XL,300
D014001,치즈크러스트피자 L,401
D014002,치즈크러스트피자 XL,371
D014003,리치골드피자 L,491
D014004,리치골드피자 XL,475
D014005,치즈바이트피자 L,533
D014006,치즈바이트피자 XL,713
D014007,체다바베큐필레 L,472
D014008,체다바베큐필레 XL,629
D014009,체다콤비네이션피자 L,498
D014010,체다콤비네이션피자 XL,661
D014011,골드바베큐필레 L,564
D014012,골드바베큐필레 XL,722
D014013,골드스테이크피자 L,511
D014014,골드스테이크피자 XL,653
D014015,골드새우피자 L,566
D014016,골드새우피자 XL,730
D014017,콜드프리미엄불고기 L,465
D014018,콜드프리미엄불고기 XL,635
D014019,골드핫치킨피자 L,609
D014020,골드핫치킨피자 XL,786
D014021,골드베이컨피자 X,554
D014022,골드베이컨피자 XL,726
D014023,골드포테이토피자 X,595
D014024,골드포테이토피자 XL,767
D014025,골드고구마피자 X,612
D014026,골드고구마피자 XL,787
D014027,골드베스트피자 X,510
D014028,골드베스트피자 XL,682
D014029,오븐구이치킨,224
D014030,치즈오븐스파게티,255
D014031,치킨윙,386
D014032,치킨봉,435
D014033,풀드포크치즈밤피자 R,207.8
D014034,풀드포크치즈밤피자 L,311.7
D014035,쏘핫불고기 크림치즈피자 R,190.2
D014036,쏘핫불고기 크림치즈피자 L,285.2
D014037,치즈후라이 크림치즈피자 R,213.2
D014038,치즈후라이 크림치즈피자 L,319.8
D014039,통마늘불고기 소보로피자 R,231.7
D014040,통마늘불고기 소보로피자 L,347.5
D014041,수제고구마 소보로피자 R,271.3
D014042,수제고구마 소보로피자 L,406.9
D014043,수제고구마 골드피자 R,229
D014044,수제고구마 골드피자 L,343.5
D014045,스파이시도이치 골드피자 R,236
D014046,스파이시도이치 골드피자 L,354
D014047,핫치킨 쉬림프 골드피자 R,222.2
D014048,핫치킨 쉬림프 골드피자 L,333.3
D014049,더블바베큐 골드피자 R,198.6
D014050,더블바베큐 골드피자 L,297.9
D014051,포테이토바이트피자 R,192
D014052,포테이토바이트피자 L,288
D014053,콤비네이션바이트피자 R,178.2
D014054,콤비네이션바이트피자 L,267.3
D014055,베이컨쉬림프 치즈링피자 R,188.5
D014056,베이컨쉬림프 치즈링피자 L,282.8
D014057,불고기 치즈링피자 R,170
D014058,불고기 치즈링피자 L,255.1
D014059,페파로니 치즈링피자 R,171.9
D014060,페파로니 치즈링피자 L,258
D014061,핫치킨 치즈링피자 R,188.1
D014062,핫치킨 치즈링피자 L,282.1
D014063,불고기 스위트골드피자 R,192.5
D014064,불고기 스위트골드피자 L,288.8
D014065,치킨바베큐 스위트골드피자 R,196.3
D014066,치킨바베큐 스위트골드피자 L,294.5
D014067,콤비네이션 피자 R,133.3
D014068,콤비네이션 피자 L,228.7
D014069,베이컨체다치즈 피자 R,149.9
D014070,베이컨체다치즈 피자 L,253.6
D014071,하와이언 피자 R,124.1
D014072,하와이언 피자 L,214.8
D014073,콤비네이션 피자 몬스터,411.6
D014074,고구마스파게티,191.7
D014075,오지치즈후라이,183.2
D014076,치즈오븐스파게티,217.6
D014077,치킨스파게티,198.9
D014078,핫칠리스파게티,200.1
D014079,크리스피감자,171
D014080,체다웨지,410.3
D014081,훈제치킨,180
D014082,핫윙,204
D014083,치킨텐더,288
D014084,수제피클,31.8
D014085,퐁듀치즈,96
D014086,핫소스,1.12
D014088,까르보나라스파게티,282.5
D014089,새우링,49.6
D014090,미니디저트피자,95.8
D014091,그릴소세지,65
D014092,더블에스프레소,22
D014093,앗!메리카노(HOT),14
D014094,앗!메리카노(ICED),13
D014095,원조커피(HOT),410
D014096,원조커피(ICED),393
D014097,달달연유라떼(HOT),240
D014098,달달연유라떼(ICED),285
D014099,빽’s 라떼(HOT),253
D014100,빽’s 라떼(ICED),198
D014101,블랙펄카페라떼,349
D014102,바닐라라떼(HOT),351
D014103,바닐라라떼(ICED),433
D014104,카페모카(HOT),319
D014105,카페모카(ICED),365
D014106,카라멜마키아또(HOT),354
D014107,카라멜마키아또(ICED),382
D014108,크리미모카라떼(HOT),440
D014109,크리미모카라떼(ICED),612
D014110,완전초코(HOT),342
D014111,완전초코(ICED),389
D014112,녹차라떼(HOT),351
D014113,녹차라떼(ICED),327
D014114,민트초코라떼(HOT),413
D014115,민트초코라떼(ICED),498
D014116,토피넛라떼(HOT),411
D014117,토피넛라떼(ICED),469
D014118,밀크티(HOT),313
D014119,밀크티(ICED),353
D014120,블랙펄라떼,282
D014121,블랙펄밀크티,365
D014122,깔라만시티,244
D014123,레몬티,272
D014124,레모네이드,246
D014125,자몽티,281
D014126,청포도플라워,220
D014127,청포도에이드,234
D014128,깔라만시에이드,215
D014129,자몽에이드,258
D014130,완전파인애플,192
D014131,완전망고,241
D014132,플레인요거트스무디,494
D014133,딸기요거트스무디,448
D014134,노말한소프트,333
D014135,사라다빵,386
D014136,소제지빵,500
D014137,계란사라다빵,493
D014138,완전딸기바나나(BASIC),502
D014139,완전딸기바나나(SOFT),709
D014140,완전초코바나나(BASIC),577
D014141,완전초코바나나(SOFT),784
D014142,피스타치오빽스치노(BASIC),535
D014143,피스타치오빽스치노(SOFT),742
D014144,녹차빽스치노(BASIC),487
D014145,녹차빽스치노(SOFT),694
D014146,원조빽스치노(BASIC),593
D014147,원조빽스치노(SOFT),800
D014148,민트초코 빽스치노(BASIC),602
D014149,민트초코 빽스치노(SOFT),809
D014150,레몬 유자 캐모마일 티,323
D014151,겐마이차 그린,5
D014152,작설,5
D014153,프래그런트 나이트 쟈스민,5
D014154,모로칸민트,5
D014155,잉글리쉬브렉퍼스트,5
D014156,살구실론,5
D014157,파미그래네이트 블루베리,5
D014158,얼그레이,5
D014159,진셍 페퍼민트,5
D014160,레몬 캐모마일,5
D014161,아프리칸 선라이즈,5
D014162,스웨디쉬 베리즈,5
D014163,차이라떼,200
D014164,잉글리쉬 브렉퍼스트 라떼,200
D014165,모로칸 민트 라떼,190
D014166,그린 티 라떼,290
D014167,아이스 캐러멜 마키아토,180
D014168,아이스 바닐라라떼,180
D014169,아이스 모카라떼,170
D014170,아이스 카페라떼,100
D014171,아이스 커피,5
D014172,헤이즐넛 아이스커피,206
D014173,카페수아,255
D014174,아이스 더블카페 라떼,105
D014175,아이스 에스프레소,5
D014176,콜드브루 라떼,100
D014177,콜드브루,5
D014178,더블카페 라떼,220
D014179,헤이즐넛 아메리카노,211
D014180,캐러멜 마키아토,280
D014181,바닐라 라떼,280
D014182,모카 라떼,270
D014183,카페 라떼,210
D014184,카푸치노,130
D014185,아메리카노,0
D014186,커피빈커피,150
D014187,헤이즐넛 라떼,320
D014188,플랫화이트,130
D014189,캐러멜 아이스 블렌디드,370
D014190,헤이즐넛 아이스 블렌디드,350
D014191,모카 아이스 블렌디드,270
D014192,바닐라 아이스 블렌디드,280
D014193,화이트 포레스트 아이스 블렌디드,370
D014194,블랙 포레스트 아이스 블렌디드,370
D014195,망고 바나나 아이스 블렌디드,408
D014196,유자 캐모마일 아이스 블렌디드,323
D014197,후레쉬 망고 아이스 블렌디드,214
D014198,베리베리 아이스 블렌디드,226
D014199,그린티 아이스 블렌디드,310
D014200,퓨어 바닐라 아이스 블렌디드,310
D014201,퓨어 더블 초코렛 아이스 블렌디드,300
D014202,커피빈 드립커피,5
D014203,콜드 브루,5
D014204,콜드 브루 라떼,100
D014205,구아바주스,95
D014206,파인클렌즈,88
D014207,감귤당근주스,81
D014208,수박주스,95
D014209,토마토주스,65
D014210,레드밸런스,90
D014211,프룻밸런스,80
D014212,그린밸런스,85
D014213,슈퍼밸런스,100
D014214,스트로베리 주스,100
D014215,스파클링 스웨디쉬 레몬,230
D014216,스파클링 망고,207
D014217,아이스 더블 초코렛,210
D014218,핫 더블 초코렛,280
D014219,핫 바닐라,290
D014220,생크림 크루아상,399
D014221,블루베리 초코칩 스콘,485
D014222,초코 후르츠 머핀,557
D014223,오렌지 머핀,557
D014224,크로크무슈,388
D014225,크림 치즈 머핀,525
D014226,플레인 베이글,315
D014227,치즈 베이글,389
D014228,쌀 블루베리 베이글,321
D014229,햄 치즈 포카치아,191
D014230,햄 치즈 잉글리쉬 머핀,186
D014231,떠먹는 레드벨벳,390
D014232,떠먹는 티라미수,341
D014233,헤이즐넛초코케익,907
D014235,다크초코롤,541
D014236,시카고 치즈 케익,409
D014237,초콜릿 무스 케익,448
D014238,까망베르 치즈 타르트,258
D014239,티라미수 큐브,467
D014240,쁘띠 까망베르 치즈 케익,948
D014241,생크림 카스테라,700
D014242,밀크레이프,287.96
D014243,티라미수 크레이프,304.87
D014244,에그 베이컨 브리오쉬,400
D014245,루꼴라 햄 페스토 샌드위치,365
D014246,크랜베리 아몬드 치킨 샌드위치,365
D014247,B.E.L.T 샌드위치,440
D014248,모짜렐라 치킨 머쉬룸 샌드위치,409
D014249,매콤 치킨 치즈 샌드위치,470
D014250,에그 잼 사라다 샌드위치,346
D014251,에그 햄 치즈 베이글,450
D014252,얼그레이 초코 마카롱,193
D014253,바닐라 빈 마카롱,195
D014254,솔티카라멜 마카롱,165
D014255,라즈베리 마카롱,165
D014256,솔티카라멜 다쿠아즈,204
D014257,초코바나나 다쿠아즈,246
D014258,황금 보리 초코 건빵,280
D014262,휘낭시에,230
D014263,베어베터 쿠키,272
D014264,라이스 리얼 초코칩 쿠키,240
D014265,현미 체다치즈롤,50
D014267,헤이즐넛향 아메리카노,70
D014272,커피빈 아메리카노,10
D014273,아메리치노 흑당라떼 ICE,245
D014274,아메리치노 흑당 ICE,159
D014275,오트밀 라떼 HOT,169
D014276,아메리치노 라떼 ICE,227
D014277,콜드브루 To-Go ICE,8
D014278,아메리치노 (Original) ICE,14
D014279,콜브브루 더치커피 ICE,6
D014280,아메리카노 HOT,9
D014281,카푸치노 HOT,113
D014282,카페라떼 HOT,152
D014283,바닐라 카페라떼 HOT,207
D014284,카라멜마끼아또 HOT,231
D014285,카페모카 HOT,334
D014286,제주 청귤 스노우,442
D014287,멜론 스노우,350
D014288,워터멜론 스노우,298
D014289,오트밀 카라멜 스노우,374
D014290,오트밀 블루베리 스노우,371
D014291,코코넛 밀크 스노우 ICE,499
D014292,한라봉 스노우,400
D014293,망고 스노우,353
D014294,요거트 스노우,403
D014295,딸기 스노우,340
D014296,블루베리 스노우,334
D014297,그린티 스노우,550
D014298,자바 초코렛 칩 스노우,556
D014299,쿠키 크림 스노우,668
D014300,루이보스 아몬드 밀크티 HOT,335
D014301,얼그레이 밀크티 HOT,330
D014302,제주 청귤 에이드 ICE,184
D014303,제주 청귤 주스 ICE,264
D014304,워터멜론 주스 ICE,201
D014305,피치우롱 HOT,11
D014306,피치우롱 ICE,10
D014307,얼그레이 리저브 HOT,10
D014308,얼그레이 리저브 ICE,10
D014309,쿨민트 HOT,9
D014310,쿨민트 ICE,9
D014311,크림슨 펀치 HOT,23
D014312,크림슨 펀치 ICE,23
D014313,루이보스 빌베리 HOT,11
D014314,루이보스 빌베리 ICE,11
D014315,로얄 캐모마일 HOT,9
D014316,로얄 캐모마일 ICE,9
D014317,로즈힙 밀크티 HOT,490
D014318,로즈힙 밀크티 ICE,409
D014319,오리지널 밀크티 HOT,494
D014320,오리지널 밀크티 ICE,412
D014321,유자티 HOT,260
D014322,나이트로 그린티 애플 ICE,109
D014323,나이트로 히비스커스 라즈베리 ICE,93
D014324,한라봉 스파클링 에이드 ICE,418
D014325,자색고구마라떼 HOT,246
D014326,자색고구마라떼 ICE,175
D014327,레드자몽스파클링에이드 ICE,113
D014328,스트로베리 스파클링에이드 ICE,89
D014329,레몬티 HOT,247
D014330,아이스티 ICE,217
D014331,핫초코 HOT,468
D014332,아이스초코 ICE,396
D014333,그린 밀크티 HOT,351
D014334,그린 밀크티 ICE,227
D014335,오리지널 카쉬,744
D014336,레드벨벳 카쉬,706
D014337,코코넛 카쉬,717
D014338,초코 카쉬,698
D014339,멜론 케이크,300
D014340,워터멜론 케이크,375
D014341,크림 베리 케이크,450
D014342,망고 피치 빙수,389
D014343,오리지널 팥빙수,530
D014344,망고 코코넛칩 빙수,385
D014345,밀크 베리 빙수,380
D014346,마스카포네 티라미수 케이크,411
D014347,프리미엄 머쉬룸 베이컨 샌드위치,325
D014348,프리미엄 치킨 샌드위치,345
D014349,모짜렐라 치즈 포카치아,585
D014350,핑크 베리 토르테,345
D014351,크림 치즈 캐롯 케익,549
D014352,베리 팬케익,616.8
D014353,스위트 팬케익,385.5
D014354,화이트쇼콜라,471
D014355,에그 베이컨 샌드위치,384
D014356,햄치즈샌드위치,330
D014357,초코크림크로와상,345
D014358,갈릭파이,365
D014359,밀크아이스크림,289
D014360,큐브 달콤 브레드,728
D014361,크로크마담,389
D014362,크로크무슈,325
D014363,메이플피칸,454
D014364,아이스크림 그린티,132
D014365,아이스크림 바닐라,255
D014366,아포가토 그린티,257
D014367,아포가토 바닐라,215
D014368,아이스크림와플,906
D014369,플레인와플,676
D014370,클래식 클럽 샌드위치,540
D014371,어니언 베이글,320
D014372,플레인 베이글,309
D014373,오리지날 번,240
D014374,뉴욕 치즈 케이크,306
D014901,콜드브루 위드밀크,125
D014902,콜드브루 플레인,15
D014903,에스프레소,5
D014904,스페셜티 아메리카노,15
D014905,스페셜티 카페라떼,170
D014906,스페셜티 카푸치노,180
D014907,스페셜티 바닐라라떼,270
D014909,스페셜티 카라멜마끼아또,325
D014910,스페셜티 카페모카,320
D014911,아포카토,75
D014912,스페셜티 화이트모카,345
D014913,쿠키앤크림 드롭치노,555
D014914,스트로베리 요거트 드롭치노,335
D014915,블루베리 요거트 드롭치노,470
D014916,플레인요거트 드롭치노,345
D014917,그린티 드롭치노,340
D014918,그린티 드롭치노,375
D014919,모카 드롭치노,360
D014920,딸기주스,245
D014921,옐로우 펀치,105
D014922,그린 데이즈,120
D014923,오렌지 썸머,135
D014924,깔라만시 모히또,150
D014925,그린키위주스,248
D014926,딸기바나나 주스,280
D014927,토마토 주스,185
D014928,오렌지 자몽에이드,110
D014929,레몬에이드,120
D014930,자색고구마라떼,440
D014931,녹차라떼,345
D014932,밀크티,295
D014933,초콜릿라떼,400
D014934,아이스티 레몬,135
D014935,아이스티 복숭아,155
D014936,아이스티 석류,125
D014937,레몬차,175
D014938,제주 한라 녹차,0
D014939,한라봉차,170
D014940,자몽차,145
D014941,사과유자차,130
D014942,허브차_페퍼민트,0
D014943,허브차_캐모마일,0
D014944,홍차_얼그레이,0
D014945,단팥 아이스탑,1150
D014946,허니버터 크리스피볼,860
D014947,메이플 허니브레드,915
D014948,갈릭치즈 크리스피볼,875
D014949,갈릭치즈 허니브레드,840
D014950,프리미엄 블렌드 딥라떼 HOT,141
D014951,프리미엄 블렌드 딥라떼 ICED,109
D014952,인절미 크림라떼 HOT,496
D014953,인절미 크림라떼 ICED,408
D014954,리스트레또 딜라이트 HOT,303
D014955,리스트레또 딜라이트 ICED,237
D014956,티라미스 크림라떼 ICED,283
D014957,밀크티 크림라떼 ICED,257
D014958,그린티 크림라떼 ICED,258
D014959,스위트 크림라떼 ICED,222
D014960,콜드브루 라떼 ICED,125
D014961,콜드브루,15
D014962,아포가토,183
D014963,리얼 벨지안 카페모카,508
D014964,바닐라딜라이트 HOT,321
D014965,바닐라딜라이트 ICED,245
D014966,카라멜 마키아또 HOT,246
D014967,카라멜 마키아또 ICED,174
D014968,카페모카 HOT,332
D014969,카페모카 ICED,287
D014970,카푸치노 HOT,160
D014971,카페라떼 HOT,180
D014972,카페라떼 ICED,103
D014973,아메리카노 HOT,11
D014974,아메리카노 ICED,11
D014975,에스프레소 마키아또 HOT,12
D014976,에스프레소 꼰빠냐 HOT,61
D014977,에스프레소 HOT,5
D014978,우리 사과ㆍ히비스커스 HOT,140
D014979,우리 사과ㆍ히비스커스 ICED,140
D014980,우리 사과ㆍ레몬차 HOT,208
D014981,우리 사과ㆍ레몬차 ICED,208
D014982,천도복숭아 라떼 ICED,264
D014983,유자 캐모마일 HOT,188
D014984,유자 캐모마일 ICED,188
D014985,복숭아 얼그레이 HOT,102
D014986,복숭아 얼그레이 ICED,102
D014987,고구마라떼 HOT,438
D014988,고구마라떼 ICED,319
D014989,히비스커스블렌드 HOT,0
D014990,히비스커스블렌드 ICED,0
D014991,피치우롱 HOT,0
D014992,피치우롱 ICED,0
D014993,페퍼민트 HOT,2
D014994,페퍼민트 ICED,1
D014995,캐모마일 HOT,3
D014996,캐모마일 ICED,1
D014997,얼그레이 HOT,3
D014998,얼그레이 ICED,2
D014999,해남 녹차 HOT,4
D015000,해남 녹차 ICED,2
D015001,홍자몽차 HOT,113
D015002,홍자몽차 ICED,113
D015003,스퀴즈레몬차 HOT,195
D015004,스퀴즈레몬차 ICED,195
D015005,고흥 유자차 HOT,282
D015006,고흥 유자차 ICED,282
D015007,제주 한라봉 감귤차 HOT,203
D015008,제주 한라봉 감귤차 ICED,203
D015009,밀크티라떼 HOT,256
D015010,밀크티라떼 ICED,197
D015011,그린티라떼 HOT,258
D015012,그린티라떼 ICED,198
D015013,핫초코 HOT,404
D015014,핫초코 ICED,314
D015015,화이트초코 HOT,419
D015016,화이트초코 ICED,354
D015017,리얼 벨지안 초코 HOT,624
D015018,리얼 벨지안 초코 ICED,518
D015019,민트초코 HOT,320
D015020,민트초코 ICED,363
D015021,천도복숭아 주스,112
D015022,천도복숭아 스무디,197
D015023,망고오렌지 스무디,209
D015024,딸기 스무디,264
D015025,오렌지파인착즙스무디,187
D015026,비트사과착즙스무디,186
D015027,청포도케일착즙스무디,209
D015028,오렌지파인착즙주스,107
D015029,비트사과착즙주스,106
D015030,청포도케일착즙주스,129
D015031,블루베리 요거트 할리치노,287
D015032,플레인 요거트 할리치노,302
D015033,밀크티 할리치노,316
D015034,그린티 할리치노,412
D015035,다크초코칩 할리치노,658
D015036,민트 초코 할리치노,511
D015037,딸기치즈케익 할리치노,432
D015038,콜드브루 모카 할리치노,407
D015039,콜드브루 할리치노,307
D015040,더블베리 스파클링,144
D015041,복숭아 자두 스파클링,153
D015042,자몽 파인 스파클링 new,208
D015043,청포도 스파클링,189
D015044,페퍼로니 치즈 바게트,512
D015045,미트볼 칠리 치즈,570
D015046,명란 에그 마요,729
D015047,반반 마요 (에그/감자),684
D015048,당근 크림치즈 라운드,739
D015049,인절미 크림 쉬폰 라운드,602
D015050,복숭아 얼그레이,609
D015051,아이스크림 사과 타르트,445
D015052,쌀 촉촉 카스테라,495
D015053,아이스크림 꽂힌 티라미스,468
D015054,블루베리 마스카포네 라운드,547
D015055,단호박 치즈 라운드,665
D015056,페스토 햄 모짜렐라,450
D015057,올리브 베이컨 치아바타,560
D015058,오트밀 치킨 할라피뇨,444
D015059,에그 마요,651
D015060,더블 베리 치즈 라운드,620
D015061,더블 초코 라운드,951
D015062,딸기 갸토 쇼콜라,406
D015063,리얼벨지안 초코케익,685
D015064,마스카포네 티라미스,345
D015065,뉴욕치즈,313
D015066,쿠키 치즈,247
D015067,초코쿠키 파운드케익,380
D015068,얼그레이 파운드케익,335
D015069,햄치즈 데니쉬식빵,350
D015070,갈릭 데니쉬식빵,335
D015071,크로크무슈,470
D015072,스위트콘 에그데니쉬,487
D015073,베이컨 에그 데니쉬,485
D015074,초코칩 스콘,508
D015075,크랜베리 스콘,493
D015076,데니쉬 와플,276
D015077,치즈 퐁듀 바게트볼,442
D015078,초콜릿 카라멜 바게트볼,545
D015079,허니바게트볼,488
D015080,머쉬룸 수프볼,370
D015081,블루베리 크림치즈 머핀,450
D015082,치즈베이글 크림치즈,479
D015083,플레인 베이글 크림치즈,366
D015084,블루베리 베이글 크림치즈,371
D015085,치킨 크림 리조또,454
D015086,스파이시 씨푸드 리조또,361
D015087,로제 펜네 그라탕,383
D015088,멜로한 연유 라떼,192
D015089,아이스 멜로한 연유 라떼,137
D015090,멜로우 크림 라떼,224.2
D015091,아이스 멜로우 크림 라떼,169.2
D015092,에스프레소,1
D015093,카페 아메리카노,1
D015094,아이스 카페 아메리카노,1
D015095,카페 라떼,126
D015096,아이스 카페 라떼,91
D015097,카푸치노,116
D015098,아이스 카푸치노,61
D015099,바닐라 라떼,117
D015100,아이스 바닐라 라떼,78
D015101,헤이즐넛 라떼,158
D015102,아이스 헤이즐넛 라떼,103
D015103,카라멜 마끼아또,162
D015104,아이스 카라멜 마끼아또,162
D015105,카페모카,175
D015106,아이스 카페모카,137
D015107,매드벨벳,106.6
D015108,초콜릿 밀크,204
D015109,아이스 초콜릿 밀크,169
D015110,그린티 라떼,146
D015111,아이스 그린티 라떼,111
D015112,밀크티,125
D015113,아이스 밀크티,90
D015114,고구마 라떼,128
D015115,아이스 고구마 라떼,93
D015116,레드벨벳 라떼,211
D015117,아이스 레드벨벳 라떼,114.1
D015118,다크 쇼콜라,246.7
D015119,아이스 다크 쇼콜라,171.7
D015120,2019 피치플럼 빙수,121
D015121,에스프레소 프라노베,153
D015122,모카 프라노베,179
D015123,카라멜 프라노베,212
D015124,초코 프라노베,228
D015125,넛츠 프라노베,290
D015126,그린티 프라노베,154
D015127,자바칩 프라노베,313
D015128,쿠키앤크림 프라노베,317
D015129,다크쇼콜라 프라노베,230.7
D015130,스무벨라 딸기,52
D015131,스무벨라 키위,48
D015132,스무벨라 망고,12
D015133,베리베리 스무벨라,54
D015134,요거스무벨라 플레인,119
D015135,요거스무벨라 딸기,98
D015136,요거스무벨라 블루베리,98
D015137,맑은 유자 플럼 티,15.4
D015138,아이스 맑은 유자 플럼 티,15.4
D015139,시나몬 진저 티,10
D015140,아이스 시나몬 진저 티,10
D015141,맑은 배 도라지 티,12.1
D015142,아이스 맑은 배 도라지 티,12.1
D015143,레드클렌즈,40
D015144,루트클렌즈,54
D015145,엘로우 클렌즈,23
D015146,그린 클렌즈,70
D015148,유자차,30
D015149,레몬 에이드,29
D015150,자몽 에이드,29
D015151,라임에이드,8
D015152,얼그레이 클래식,0
D015153,캐모마일,3
D015154,머스캣,6
D015155,루이보스 슈가플럼,0
D015156,레몬 티,25
D015157,아이스 레몬 티,25
D015158,자몽 티,25
D015159,아이스 자몽 티,25
D015160,딸기 주스,70
D015161,키위 주스,5
D015162,토마토 주스,9
D015163,2019 딸기 빙수,141.4
D015164,2019 곡물 팥빙수,260.7
D015165,2019 포도 빙수,124.6
D015166,2019 곡물 팥빙수(SNOW),341.2
D015167,2019 딸기 요거트 빙수(SNOW),218.1
D015168,2019 피치플럼 빙수(SNOW),190.3
D015169,2019 포도 빙수(SNOW),188.6
D015170,2019 쿠키앤초코 빙수(SNOW),367.5
D015171,콘 소시지,905.9
D015172,소시지 치즈 롤,972.3
D015173,콘 치즈,505.4
D015174,슈크림 브레드,90.5
D015175,고구마 치즈 브레드,289.4
D015176,크로크무슈,1293
D015177,허니 갈릭 부기브레드,492
D015178,스윗 칠리 부기브레드,470
D015179,아이스 크로칸 슈,135
D015180,미니 허니브레드 _ 플레인,280.01
D015181,미니 허니브레드 _ 초코,288.04
D015182,미니 허니브레드 _ 카라멜,276.34
D015183,미니 허니브레드 _ 녹차,270.1
D015184,컬러 베이글,161
D015185,버터 카야 토스트,131.4
D015186,카야토스트,501
D015187,블루베리 토스트,514
D015188,크림치즈 프레즐,310
D015189,스낵의 정석(오리지널),40
D015190,스낵의 정석(그린애플),70
D015191,더치커피(에티오피아 예가체프),0
D015192,더치커피(케냐AA),0
D015193,더치커피(에티오피아 예가체프),6.7
D015194,더치커피(케냐AA),157.8
D015195,오리지널 핫도그,292
D015196,어니언 핫도그,359
D015197,렐리쉬 핫도그,322
D015198,화이트 렐리쉬 핫도그,342
D015199,할리피뇨치즈 핫도그,342
D015200,시카고 핫도그,305
D015201,칠리치즈 핫도그,350
D015202,튜나마요 핫도그,383
D015203,페퍼로니 핫도그,398
D015204,어니언링 핫도그,515
D015205,스파이스치킨 핫도그,363
D015206,치즈불고기 핫도그,421
D015207,고르곤졸라 핫도그,373
D015208,치킨텐더 핫도그,330
D015209,아메리카노 HOT,34
D015210,아메리카노 ICE,34
D015211,카페라떼 HOT,192
D015212,카페라떼 ICE,160
D015213,카페모카 HOT,296
D015214,카페모카 ICE,264
D015215,카라멜모카 HOT,270
D015216,카라멜모카 ICE,238
D015217,카라멜라떼 HOT,257
D015218,카라멜라떼 ICE,213
