FOOD_CODE,FOOD_NAME,ENERGY
D011052,아이스 카라멜 마끼아또,162
D011053,민트모카 라떼,302
D011054,아이스 민트모카 라떼,238
D011055,콜드브루,3
D011056,콜드브루 라떼,78
D011057,콜드브루 마끼아또,195
D011058,니트로 콜드브루,3
D011059,메론 치즈 프라페,687
D011060,요거트 요프치노,289
D011061,모카 요프치노,159
D011062,쿠앤크 요프치노,389
D011063,민트초코칩 요프치노,349
D011064,코코넛 카페 요프치노,253
D011065,순수 치즈 프라페,456
D011066,그린티 치즈 프라페,471
D011067,스트로베리 치즈프라페,511
D011068,블루베리 치즈프라페,509
D011069,화이트 핫초코,255
D011070,핫초코,279
D011071,초코 라떼,321
D011072,아이스 초코라떼,219
D011073,그린티 라떼,334
D011074,아이스 그린티 라떼,238
D011075,밀크티라떼,323
D011076,아이스 밀크티라떼,238
D011077,고구마 라떼,259
D011078,아이스 고구마라떼,193
D011079,블랙빈 라떼,302
D011080,아이스 블랙빈 라떼,239
D011081,리얼 홍시라떼,347
D011082,순수 딸기 우유,268
D011083,순수 딸기 바나나 우유,241
D011084,순수 망고 바나나 우유,262
D011085,자몽 스파클링 에이드,101
D011086,오렌지 스파클링 에이드,117
D011087,레몬 스파클링 에이드,132
D011088,리얼 홍시주스,416
D011089,딸기 생과일주스,98
D011090,키위 생과일주스,189
D011091,바나나 생과일 주스,212
D011092,토마토 생과일주스,79
D011093,흑당 시나몬 버블티,353
D011094,흑당 쇼콜라 버블티,301
D011095,흑당 말차 버블티,389
D011096,흑당 카페 버블티,288
D011097,흑당 홍차 버블티,344
D011098,흑당 버블티,315
D011099,아이스 상그리아 유자 티,164
D011100,상그리아 유자 티,164
D011101,아이스 상그리아 티,159
D011102,상그리아 티,159
D011103,자몽 티,144
D011104,유자 티,67
D011105,레몬 티,147
D011106,페퍼민트,1
D011107,베리마테,2
D011108,루이보스 레몬프레쉬,2
D011109,그린티,1
D011110,잉글리쉬 브렉퍼스트,2
D011111,캐모마일,1
D011112,메리마카롱 초코,591
D011113,메리마카롱 딸기,528
D011114,메리마카롱 피스타치오,399
D011115,메리마카롱 카라멜,713
D011116,메리메론,589
D011117,메리딸기,385
D011118,메리치즈,531
D011119,메리초코,589
D011120,메리트리,558
D011121,메리뉴욕,654
D011122,메리망고,419
D011123,메리베리,398
D011124,플레인(콘),220
D011125,플레인(컵),201
D011126,스트로베리,213
D011127,망고,208
D011128,블루베리,204
D011129,스트로베리 치즈,288
D011130,블루베리 치즈,278
D011131,초코슈,435
D011132,바닐라슈,423
D011133,플레인 요거트 쉐이크,416
D011134,딸기 요거트 쉐이크,481
D011135,망고 요거트 쉐이크,484
D011136,블루베리 요거트 쉐이크,478
D011137,메론 요거트 스무디,291
D011138,복숭아 요거트 스무디,378
D011139,딸기 요거트 스무디,375
D011140,망고 요거트 스무디,380
D011141,블루베리 요거트 스무디,370
D011142,순수 딸기 요거트,233
D011143,순수 딸기 바나나 요거트,243
D011144,순수 망고 바나나 요거트,261
D011145,슈 앤 딸기 스무디,550
D011146,슈 앤 망고 스무디,556
D011147,플레인 밀크 아이스크림 (콘),156
D011148,플레인 밀크 아이스크림 (컵),94.6
D011149,티라미수 밀크 아이스크림,120.5
D011150,밀크 아포가토,110
D011151,플레인 밀크 쉐이크,349
D011152,피넛 밀크 쉐이크,334
D011153,쿠키 밀크 쉐이크,413
D011154,초콜릿 밀크 쉐이크,462
D011155,말차 밀크 프라페,370
D011156,블랙빈 밀크프라페,348
D011157,오곡 밀크 프라페,348
D011158,에스프레소 밀크 프라페,71
D011159,망고 마카롱,40
D011160,초코 마카롱,40
D011161,딸기 마카롱,40
D011162,피스타치오 마카롱,40
D011163,카라멜 마카롱,40
D011164,딸기 생크림 카스테라,609
D011165,메론 생크림 카스테라,654
D011166,플레인 카스테라,523
D011167,콘 어니언 핫도그,376
D011168,칠리앤치즈 핫도그,398
D011169,쿠앤크 치즈케이크,453
D011170,프렌치 초콜릿 케이크,395
D011171,마스카포네 티라미수,363
D011172,아메리칸 치즈케이크,544
D011173,딸기 생크림 오믈렛,73
D011174,딸기 초코 생크림 오믈렛,88
D011175,초코 생크림 오믈렛,37
D011176,순수 요거트 오믈렛,32
D011177,청포도 생크림 오믈렛,72
D011178,블루베리 생크림 오믈렛,65
D011179,생크림 딸기 와플,370
D011180,생크림 딸기 망고 와플,382
D011181,생크림 망고 와플,395
D011182,생크림 와플,338
D011183,생크림 딸기 토스트,720
D011184,생크림 망고 토스트,728
D011185,아이스 바닐라 슈,374
D011186,아이스 초코 슈,410
D011187,허니볼,553
D011188,플레인 베이글,317
D011189,블루베리 베이글,346
D011190,어니언 베이글,329
D011191,갈릭치즈브래드,914
D011192,허니브래드,858
D011193,딸기 초코 메리 스노우 빙수,590
D011194,딸기 피스타치오 메리 스노우 빙수,620
D011195,생딸기 스노우빙수,553
D011196,홍시 스노우 빙수,182
D011197,트리플 초코 스노우 빙수,587
D011198,콩고물 스노우 빙수,577
D011199,트리플 치즈 스노우 빙수,757
D011200,망고 치즈 스노우 빙수,683
D011201,딸기 치즈 스노우 빙수,678
D011202,더블 그린티 스노우 빙수,890
D011203,딸기 망고 요거트 빙수,659
D011204,베리 베리 요거트 빙수,638
D011205,피치 망고 요거트 빙수,691
D011206,치즈 요거트 빙수,898
D011207,옛날 팥빙수,905
D011208,아메리카노(HOT) R,14
D011209,아메리카노(HOT) L,48
D011210,아메리카노(HOT) V,17
D011211,아메리카노(ICED) R,13
D011212,아메리카노(ICED) L,17
D011213,아메리카노(ICED) V,17
D011214,에스프레소,11
D011215,아포가또(크림치즈),281
D011216,아포가또(그린티),258
D011217,아포가또(바닐라),252
D011218,카라멜마끼아또(HOT) R,194
D011219,카라멜마끼아또(HOT) L,278
D011220,카라멜마끼아또(HOT) V,415
D011221,카라멜마끼아또(ICED) R,250
D011222,카라멜마끼아또(ICED) L,325
D011223,카라멜마끼아또(ICED) V,403
D011224,카페모카(HOT) R,258
D011225,카페모카(HOT) L,342
D011226,카페모카(HOT) V,427
D011227,카페모카(ICED) R,227
D011228,카페모카(ICED) L,275
D011229,카페모카(ICED) V,421
D011230,화이트모카(HOT) R,266
D011231,화이트모카(HOT) L,343
D011232,화이트모카(HOT) V,425
D011233,화이트모카(ICED) R,211
D011234,화이트모카(ICED) L,260
D011235,화이트모카(ICED) V,298
D011236,바닐라라떼(HOT) R,224
D011237,바닐라라떼(HOT) L,275
D011238,바닐라라떼(HOT) V,376
D011239,바닐라라떼(ICED) R,182
D011240,바닐라라떼(ICED) L,233
D011241,바닐라라떼(ICED) V,295
D011242,카페라떼(HOT) R,166
D011243,카페라떼(HOT) L,219
D011244,카페라떼(HOT) V,238
D011245,카페라떼(ICED) R,87
D011246,카페라떼(ICED) L,112
D011247,카페라떼(ICED) V,176
D011248,카푸치노 R,78
D011249,카푸치노 L,91
D011250,카푸치노 V,212
D011251,흑당 아인슈페너 (HOT),224
D011252,흑당 아인슈페너 (ICED),217
D011253,흑당 아인슈페너 라떼(HOT),349
D011254,흑당 아인슈페너 라떼(ICED),342
D011255,콜드브루R,16
D011256,콜드브루L,16
D011257,콜드브루 라떼R,113
D011258,콜드브루 라떼L,137
D011259,콜드브루 카라멜마끼아또R,167
D011260,콜드브루 카라멜마끼아또L,200
D011261,콜드브루 헤이즐넛 라떼R,157
D011262,콜드브루 헤이즐넛 라떼L,196
D011263,콜드브루 바닐라 젤라또 라떼,252
D011264,니트로콜드브루,21
D011265,오곡라떼(HOT) R,300
D011266,오곡라떼(HOT) L,375
D011267,오곡라떼(ICED) R,192
D011268,오곡라떼(ICED) L,242
D011269,그린티라떼(HOT) R,295
D011270,그린티라떼(HOT) L,357
D011271,그린티라떼(ICED) R,233
D011272,그린티라떼(ICED) L,284
D011273,차이티라떼(HOT) R,317
D011274,차이티라떼(HOT) L,394
D011275,차이티라떼(ICED) R,196
D011276,차이티라떼(ICED) L,251
D011277,리얼초콜릿라떼(HOT) R,352
D011278,리얼초콜릿라떼(HOT) L,441
D011279,리얼초콜릿라떼(ICED) R,277
D011280,리얼초콜릿라떼(ICED) L,346
D011281,고구마라떼(HOT) R,266
D011282,고구마라떼(HOT) L,366
D011283,고구마라떼(ICED) R,227
D011284,고구마라떼(ICED) L,277
D011285,피스타치오라떼(HOT) R,307
D011286,피스타치오라떼(HOT) L,384
D011287,피스타치오라떼(ICED) R,190
D011288,피스타치오라떼(ICED) L,238
D011289,바밤 라떼(HOT),502
D011290,바밤 라떼(ICED),466
D011291,플랫 화이트(HOT),144
D011292,플레어 연유 라떼(HOT),366
D011293,플레어 연유 라떼(ICED),313
D011294,플레어 시나몬 라떼(HOT),359
D011295,우유(ICED) R,147
D011296,우유(ICED) L,175
D011297,밀크버블티,235
D011298,타로버블티,338
D011299,콜드브루프라페노 R,236
D011300,콜드브루프라페노L,294
D011301,콜드브루카라멜프라페노R,269
D011302,콜드브루카라멜프라페노L,336
D011303,콜드브루 화이트 모카프라페노R,257
D011304,콜드브루 화이트 모카프라페노L,321
D011305,콜드브루 모카프라페노R,271
D011306,콜드브루 모카프라페노L,339
D011307,그린티 프라페노R,347
D011308,그린티 프라페노L,403
D011309,초코칩 프라페노R,411
D011310,초코칩 프라페노L,513
D011311,플레인요거트스무디R,278
D011312,플레인요거트스무디L,348
D011313,딸기요거트스무디R,241
D011314,딸기요거트스무디L,306
D011315,블루베리요거트스무디R,243
D011316,블루베리요거트스무디L,342
D011317,그린티,6
D011318,블랙티(잉글리쉬블랙퍼스트),6
D011319,블랙티(얼그레이),5
D011320,허브티(민트),5
D011321,허브티(카모마일),5
D011322,허브티(히비스커스),9
D011323,밀크티(HOT) R,250
D011324,밀크티(HOT) L,269
D011325,밀크티(ICED) R,166
D011326,밀크티(ICED) L,157
D011327,유자티(HOT),116
D011328,유자티(ICED),114
D011329,자몽차(HOT),205
D011330,자몽히비스커스티에이드,114
D011331,아이스티(복숭아)R,185
D011332,아이스티(복숭아)L,244
D011333,애플시나몬티(HOT),112
D011334,애플시나몬티(ICED),110
D011335,레몬에이드,202
D011336,자몽에이드,185
D011337,칼라만시에이드,176
D011338,청포도포도 에이드,164
D011339,포도포도 에이드,183
D011340,오렌지주스,124
D011341,자몽주스,120
D011342,키위주스,155
D011343,벨지안위트비어,84
D011344,라즈베리 골드 아이스 티(ICED),134
D011345,리치 레드 아이스 티(ICED),130
D011346,브라운슈가 콜드브루 펄라떼(ICED),230
D011347,브라운슈가 밀크티 펄라떼(ICED),245
D011348,옐로우파인 스무디,343
D011349,핑크피치 스무디,315
D011350,자두 에이드,184
D011351,살구 에이드,194
D011352,딸기 젤라또 프라페노,338
D011353,초콜릿 쿠키 젤라또 프라페노,335
D011354,청도 홍시 라떼,128
D011355,청도 홍시 주스,166
D011356,청도 아이스홍시,97
D011357,허니브레드(카라멜시나몬),1022
D011358,비벼먹는 페스츄리(딸기),761
D011359,비벼먹는 페스츄리(초콜릿),793
D011360,플레인 베이글,373
D011361,어니언 베이글,305
D011362,블루베리 베이글,373
D011363,블루베리 크림치즈,288
D011364,초코청크 크림치즈,319
D011365,크랜베리 크림치즈,314
D011366,허브갈릭 크림치즈,292
D011367,플레인 크림치즈,287
D011368,진한 뉴욕 치즈케이크,678
D011369,자허 토르테(휘핑크림 포함),692
D011370,베리 까망베르 치즈 케이크,363
D011371,라운드 쇼콜라 케이크,492
D011372,홍차 케이크,267
D011373,오렌지 케이크,296
D011374,이탈리안 티라미수,343
D011375,크로크무슈,432
D011376,불고기 치아바타,545
D011377,어니언 햄 모짜렐라 파니니,386
D011378,에그베이컨 크로와상,451
D011379,뉴욕칠리 핫도그,434
D011380,더블초코 머핀,550
D011381,블루베리 머핀,460
D011382,진한초코쿠키,225
D011383,촉촉크림치즈 쿠키,202
D011384,팥빙수,1419
D011385,베리딸기빙수,661
D011386,초코악마빙수,700
D011387,쿠키앤크림빙수,1249
D011388,인절미 눈꽃빙수,818
D011389,딸기 눈꽃빙수,829
D011390,그린티 빙수,1148
D011391,커피 빙수,938
D011392,스윗 망고 빙수,570
D011393,스윗 망고 눈꽃빙수,639
D011394,라즈베리 요거트무스케이크,275
D011395,옐로우파인 빙수,841
D011396,옐로우파인눈꽃빙수,890
D011397,핑크피치 빙수,730
D011398,핑크피치 눈꽃빙수,652
D011399,딸기(싱글),126
D011400,딸기(더블),252
D011401,딸기(스몰),378
D011402,딸기(라지),630
D011403,바닐라(싱글),203
D011404,바닐라(더블),407
D011405,바닐라(스몰),610
D011406,바닐라(라지),1017
D011407,리코타치즈(싱글),214
D011408,리코타치즈(더블),428
D011409,리코타치즈(스몰),643
D011410,리코타치즈(라지),1071
D011411,다크초콜릿(싱글),187
D011412,다크초콜릿(더블),374
D011413,다크초콜릿(스몰),560
D011414,다크초콜릿(라지),934
D011415,망고(싱글),119
D011416,망고(더블),238
D011417,망고(스몰),356
D011418,망고(라지),594
D011419,그린티(싱글),171
D011420,그린티(더블),342
D011421,그린티(스몰),513
D011422,그린티(라지),855
D011423,에스프레소(싱글),140
D011424,에스프레소(더블),279
D011425,에스프레소(스몰),419
D011426,에스프레소(라지),698
D011427,요거트(싱글),140
D011428,요거트(더블),280
D011429,요거트(스몰),420
D011430,요거트(라지),700
D011431,밤페스츄리와플(단품),355
D011432,밤페스츄리와플(플레이트),479
D011433,카페 아메리카노 tall(hot/iced),5
D011434,카페 아메리카노 grande(hot),10
D011435,카페 아메리카노 grande(iced),10
D011436,카페 아메리카노 venti(hot/iced),15
D011437,카페라떼 tall (hot),178.75
D011438,카페라떼 tall (iced),111.25
D011439,카페라떼 grande (hot),239.5
D011440,카페라떼 grande (iced),172
D011441,카페라떼 venti (hot),325.5
D011442,카페라떼 venti (iced),204
D011443,캬라멜 마끼아또 tall (hot),220.8
D011444,캬라멜 마끼아또 tall (iced),200.6
D011445,캬라멜 마끼아또 grande (hot),308.35
D011446,캬라멜 마끼아또 grande (iced),274.65
D011447,캬라멜 마끼아또 venti (hot),412.75
D011448,캬라멜 마끼아또 venti (iced),331.64
D011449,카푸치노 tall (hot),64
D011450,카푸치노 tall (iced),91
D011451,카푸치노 grande (hot),104.5
D011452,카푸치노 grande (iced),151.75
D011453,카푸치노 venti (hot),136.5
D011454,카푸치노 venti (iced),183.75
D011455,바닐라 라떼 tall (hot),229.05
D011456,바닐라 라떼 tall (iced),161.55
D011457,바닐라 라떼 grande (hot),314.95
D011458,바닐라 라떼 grande (iced),247.45
D011459,바닐라 라떼 venti (hot),426.1
D011460,바닐라 라떼 venti (iced),304.6
D011461,헤이즐넛 라떼 tall (hot),231.05
D011462,헤이즐넛 라떼 tall (iced),1463.5
D011463,헤이즐넛 라떼 grande (hot),317.95
D011464,헤이즐넛 라떼 grande (iced),250.45
D011465,헤이즐넛 라떼 venti (hot),430.1
D011466,헤이즐넛 라떼 venti (iced),308.6
D011467,카페모카 tall (hot),420.38
D011468,카페모카 tall (iced),323.52
D011469,카페모카 grande (hot),474.86
D011470,카페모카 grande (iced),461.46
D011471,카페모카 venti (hot),518.61
D011472,카페모카 venti (iced),486.71
D011473,시나몬 카페모카 tall (hot),370.38
D011474,시나몬 카페모카 tall (iced),320.77
D011475,시나몬 카페모카 grande (hot),459.86
D011476,시나몬 카페모카 grande (iced),459.96
D011477,시나몬 카페모카 venti (hot),579.11
D011478,시나몬 카페모카 venti (iced),531.96
D011479,그린민트 카페모카 tall (hot),379.49
D011480,그린민트 카페모카 tall (iced),336.63
D011481,그린민트 카페모카 grande (hot),494.43
D011482,그린민트 카페모카 grande (iced),487.78
D011483,그린민트 카페모카 venti (hot),632.39
D011484,그린민트 카페모카 venti (iced),571.74
D011490,핫 초콜릿 tall (hot),429.83
D011491,핫 초콜릿 tall (iced),386.97
D011492,핫 초콜릿 grande (hot),565.31
D011493,핫 초콜릿 grande (iced),565.41
D011494,핫 초콜릿 venti (hot),730.56
D011495,핫 초콜릿 venti (iced),644.66
D011496,시나몬 초콜릿 tall (hot),428.33
D011497,시나몬 초콜릿 tall (iced),378.72
D011498,시나몬 초콜릿 grande (hot),533.06
D011499,시나몬 초콜릿 grande (iced),533.16
D011500,시나몬 초콜릿 venti (hot),667.56
D011501,시나몬 초콜릿 venti (iced),613.66
D011502,그린민트 초콜릿 tall (hot),431.04
D011503,그린민트 초콜릿 tall (iced),395.02
D011504,그린민트 초콜릿 grande (hot),561.32
D011505,그린민트 초콜릿 grande (iced),568.16
D011506,그린민트 초콜릿 venti (hot),721.28
D011507,그린민트 초콜릿 venti (iced),660.62
D011508,그린라떼 tall (hot),296.3
D011509,그린라떼 tall (iced),228.8
D011510,그린라떼 grande (hot),397.27
D011511,그린라떼 grande (iced),336.52
D011512,그린라떼 venti (hot),538.74
D011513,그린라떼 venti (iced),410.49
D011514,밀크티 로열 tall (hot),340.89
D011515,밀크티 로열 tall (iced),340.89
D011516,밀크티 로열 grande (hot),418.21
D011517,밀크티 로열 grande (iced),431.71
D011518,밀크티 로열 venti (hot),498.53
D011519,밀크티 로열 venti (iced),509.03
D011520,군고구마 라떼 tall (hot),310.9
D011521,군고구마 라떼 tall (iced),243.4
D011522,블랙 티 얼 그레이 tall (hot),0
D011523,블랙 티 얼 그레이 tall (iced),0
D011524,블랙 티 얼 그레이 grande (hot),0
D011525,블랙 티 얼 그레이 grande (iced),0
D011526,블랙 티 잉글리쉬 블랙퍼스트 tall (hot),0.01
D011527,블랙 티 잉글리쉬 블랙퍼스트 tall (iced),0.01
D011528,블랙 티 잉글리쉬 블랙퍼스트 grande (hot),0.02
D011529,블랙 티 잉글리쉬 블랙퍼스트 grande (iced),0.02
D011530,허브 티 캐모마일 tall (hot),0.01
D011531,허브 티 캐모마일 tall (iced),0.01
D011532,허브 티 캐모마일 grande (hot),0.02
D011533,허브 티 캐모마일 grande (iced),0.02
D011534,허브 티 페퍼민트 tall (hot),0.01
D011535,허브 티 페퍼민트 tall (iced),0.01
D011536,허브 티 페퍼민트 grande (hot),0.02
D011537,허브 티 페퍼민트 grande (iced),0.02
D011538,허브 티 로즈마리 tall (hot),0
D011539,허브 티 로즈마리 tall (iced),0
D011540,허브 티 로즈마리 grande (hot),0
D011541,허브 티 로즈마리 grande (iced),0
D011542,허브 티 쟈스민 플라워 tall (hot),0.01
D011543,허브 티 쟈스민 플라워 tall (iced),0.01
D011544,허브 티 쟈스민 플라워 grande (hot),0.01
D011545,허브 티 쟈스민 플라워 grande (iced),0.01
D011546,허브 티 베이비 그린티 tall (hot),0.01
D011547,허브 티 베이비 그린티 tall (iced),0.01
D011548,허브 티 베이비 그린티 grande (hot),0.01
D011549,허브 티 베이비 그린티 grande (iced),0.01
D011550,허브 티 베이비 그린티 venti (hot),0
D011551,허브 티 베이비 그린티 venti (iced),0
D011552,유자차 tall,225
D011553,유자차 grande,300
D011554,유자차 venti,375
D011555,후레쉬 티 자몽 tall,107.5
D011556,후레쉬 티 자몽 grande,129
D011557,후레쉬 티 자몽 venti,150.5
D011558,후레쉬 티 레몬 tall (hot),105
D011559,후레쉬 티 레몬 tall (iced),0
D011560,후레쉬 티 레몬 grande (hot),126
D011561,후레쉬 티 레몬 grande (iced),0
D011562,아카시아 꿀차 tall,289.86
D011563,아카시아 꿀차 grande,367.22
D011564,아카시아 꿀차 venti,449.58
D011565,바닐라 탐앤치노 tall,289.01
D011566,바닐라 탐앤치노 grande,366.37
D011567,바닐라 탐앤치노 venti,448.73
D011568,에스프레소 탐앤치노 tall,236.14
D011569,에스프레소 탐앤치노 grande,295.94
D011570,에스프레소 탐앤치노 venti,360.74
D011571,모카 탐앤치노 tall,303.19
D011572,모카 탐앤치노 grande,387.44
D011573,모카 탐앤치노 venti,476.69
D011574,캬라멜 탐앤치노 tall,324.54
D011575,캬라멜 탐앤치노 grande,426.84
D011576,캬라멜 탐앤치노 venti,512.74
D011577,시나몬 모카 탐앤치노 tall,261.69
D011578,시나몬 모카 탐앤치노 grande,315.19
D011579,시나몬 모카 탐앤치노 venti,373.69
D011580,그린민트 모카 탐앤치노 tall,333
D011581,그린민트 모카 탐앤치노 grande,411.96
D011582,그린민트 모카 탐앤치노 venti,495.92
D011583,그린 티 탐앤치노 tall,338
D011584,그린 티 탐앤치노 grande,405.22
D011585,그린 티 탐앤치노 venti,472.44
D011586,시나몬 초콜릿 탐앤치노 tall,339.89
D011587,시나몬 초콜릿  탐앤치노 grande,406.89
D011588,시나몬 초콜릿 탐앤치노 venti,473.89
D011589,그린민트 초콜릿 탐앤치노 tall,418.5
D011590,그린민트 초콜릿 탐앤치노 grande,520.96
D011591,그린민트 초콜릿 탐앤치노 venti,613.42
D011592,자바 칩 탐앤치노 tall,423.39
D011593,자바 칩 탐앤치노 grande,531.14
D011594,자바 칩 탐앤치노 venti,628.89
D011595,월넛치노 tall,621.7
D011596,월넛치노 grande,714.57
D011597,월넛치노 venti,807.44
D011598,플레인 요거트 스무디 tall,297.3
D011599,플레인 요거트 스무디 grande,386.1
D011600,플레인 요거트 스무디 venti,461.4
D011601,프리미엄 요거트 스무디 tall,379
D011602,프리미엄 요거트 스무디 grande,450.75
D011603,프리미엄 요거트 스무디 venti,555
D011604,프리미엄 스무디 블루베리 tall,379
D011605,프리미엄 스무디 블루베리 grande,450.75
D011606,프리미엄 스무디 블루베리 venti,555
D011607,프리미엄 스무디 유자 tall,301.55
D011608,프리미엄 스무디 유자 grande,439.83
D011609,프리미엄 스무디 유자 venti,571.35
D011610,과일 요거트 스무디 tall,359
D011611,과일 요거트 스무디 grande,426.75
D011612,과일 요거트 스무디 venti,525
D011613,과일 스무디 딸기 tall,359
D011614,과일 스무디 딸기 grande,426.75
D011615,과일 스무디 딸기 venti,525
D011616,과일 스무디 망고 tall,354
D011617,과일 스무디 망고 grande,420.75
D011618,과일 스무디 망고 venti,517.5
D011619,홍시 스무디 tall,357.2
D011620,후레쉬 에이드 자몽 tall,149.65
D011621,후레쉬 에이드 자몽 grande,204.75
D011622,후레쉬 에이드 망고 venti,250.25
D011623,후레쉬 쥬스 오렌지 tall,105
D011624,후레쉬 쥬스 오렌지 grande,126
D011625,후레쉬 쥬스 오렌지 venti,147
D011626,후레쉬 에이드 레몬  tall,147.9
D011627,후레쉬 에이드 레몬  grande,202.5
D011628,후레쉬 에이드 레몬  venti,247.5
D011629,후레쉬 쥬스 자몽 tall,107.5
D011630,후레쉬 쥬스 자몽 grande,129
D011631,후레쉬 쥬스 자몽 venti,150.5
D011632,후레쉬 주스 오렌지 tall,105
D011633,후레쉬 주스 오렌지 grande,126
D011635,블루레몬 에이드 grande,292.6
D011636,아이스 티 복숭아 tall,179.34
D011637,아이스 티 복숭아 grande,256.2
D011638,아이스 티 복숭아 venti,315.98
D011639,아이스 티 레몬 tall,180.6
D011640,아이스 티 레몬 grande,258
D011641,아이스 티 레몬 venti,318.2
D011642,아이스 홍시 tall,173
D011643,국내산 과일주스 딸기 grande,276.2
D011644,유자에이드 tall,261.4
D011645,유자에이드 grande,380.6
D011646,유자에이드 venti,495
D011668,아이스블루스노우모카 R,321.9
D011669,아이스블루스노우모카 L,499.7
D011670,블루스노우모카 R,416.5
D011671,블루스노우모카 L,574.8
D011672,넘버 원 모카 R,463.7
D011673,넘버 원 모카 L,541
D011674,시나몬 크림 모카 R,225.7
D011675,시나몬 크림 모카 L,295.6
D011676,화이트 모카 R,394.8
D011677,화이트 모카 L,531.6
D011678,아이스 아메리카노 R,5
D011679,아이스 아메리카노 L,10
D011680,아메리카노 R,5
D011681,아메리카노 L,10
D011682,카페라떼 R,161
D011683,카페라떼 L,205
D011684,아이스 카페라떼R,122
D011685,아이스 카페라떼L,185.5
D011686,민트모카 R,482.9
D011687,민트모카 L,631.6
D011688,아이스 민트모카 R,404.9
D011689,아이스 민트모카 L,518.4
D011690,에스프레소 토피넛라떼 R,445.9
D011691,에스프레소 토피넛라떼 L,598.2
D011692,아이스 에스프레소 토피넛라떼 R,367.9
D011693,아이스 에스프레소 토피넛라떼 L,500.7
D011694,아이스 화이트모카 R,347.3
D011695,아이스 화이트모카 L,523.6
D011696,아이스 넘버원모카 R,366.2
D011697,아이스 넘버원모카 L,567.5
D011698,아이스 카라멜모카 R,427.6
D011699,아이스 카라멜모카 L,319.4
D011700,아이스 카페모카 R,319.4
D011701,아이스 카페모카 L,480.6
D011702,아이스 연라떼 R,158.5
D011703,아이스 연라떼 L,267.5
D011704,아이스 카라멜 마끼아또 R,136.7
D011705,아이스 카라멜 마끼아또 L,229.8
D011706,아이스 바닐라라떼 R,154
D011707,아이스 바닐라라떼 L,331.8
D011708,아이스 카푸치노 R,41.5
D011709,아이스 카푸치노 L,92
D011710,아이스 카라멜 라떼 R,187.6
D011711,아이스 카라멜 라떼 L,283.9
D011712,에스프레소,5
D011713,콘파냐,32
D011714,아포가토,108.4
D011715,카라멜 라떼 R,226.6
D011716,카라멜 라떼 L,303.4
D011717,바닐라라떼 R,193
D011718,바닐라라떼 L,253
D011719,연라떼 R,223.5
D011720,연라떼 L,316.2
D011721,카푸치노 R,126
D011722,카푸치노 L,170
D011723,카라멜 마끼아또 R,201.7
D011724,카라멜 마끼아또 L,278.5
D011725,카라멜모카 R,396.1
D011726,카라멜모카 L,539.1
D011727,딸기라떼 R,209.3
D011728,딸기라떼 L,286
D011729,진저라떼 R,265.4
D011730,진저라떼 L,359.1
D011731,캐시미어 초코 R,533.3
D011732,캐시미어 초코 L,785
D011733,토피넛 라떼 R,440.9
D011734,토피넛 라떼 L,588.2
D011735,아이스 화이트초코 라떼 R,333.2
D011736,아이스 화이트초코 라떼 L,543
D011737,아이스 초코 라떼 R,323.9
D011738,아이스 초코 라떼 L,489.9
D011739,아이스 토피넛 라떼 R,362.9
D011740,아이스 토피넛 라떼 L,490.7
D011741,아이스 고구마라떼 R,253.6
D011742,아이스 고구마라떼 L,398.8
D011743,고구마라떼 R,381.3
D011744,고구마라떼 L,519
D011745,오곡라떼 R,341.1
D011746,오곡라떼 L,474.3
D011747,아이스 그린티라떼 R,216.3
D011748,아이스 그린티라떼 L,334.2
D011749,아이스 오곡라떼 R,296.8
D011750,아이스 오곡라떼 L,470.1
D011751,녹차라떼 R,245.1
D011752,녹차라떼 L,313.8
D011753,아이스 홍차라떼 R,238.8
D011754,아이스 홍차라떼 L,334.3
D011755,시나몬 크림 초코 R,220.7
D011756,시나몬 크림 초코 L,285.3
D011757,아이스 시나몬크림초코 R,136.2
D011758,아이스 시나몬크림초코 L,207.3
D011759,홍차라떼 R,269
D011760,홍차라떼 L,364.5
D011761,리얼프리미엄 초코 R,478.1
D011762,리얼프리미엄 초코 L,715.1
D011763,리얼프리미엄 모카 R,462.6
D011764,리얼프리미엄 모카 L,712.1
D011765,리얼프리미엄 바닐라 R,336.9
D011766,리얼프리미엄 바닐라 L,509.1
D011767,초코 라떼 R,382.4
D011768,초코 라떼 L,519.1
D011769,아이스 민트초코 라떼 R,370.3
D011770,아이스 민트초코 라떼 L,443.6
D011771,민트초코 라떼 R,448.3
D011772,민트초코 라떼 L,513.6
D011773,화이트초코 라떼 R,391.7
D011774,화이트초코 라떼 L,543
D011775,수박 프로스트 R,161.6
D011776,수박 프로스트 L,242.4
D011777,청포도 프로스트 R,227.2
D011778,청포도 프로스트 L,374.4
D011779,초코 파르페,598.9
D011780,딸기치즈 프로스트 R,411.9
D011781,딸기치즈 프로스트 L,701.4
D011782,딸퐁 요거트 프로스트 R,427.4
D011783,딸퐁 요거트 프로스트 L,545
D011784,깔라만시 프로스트 R,319.1
D011785,깔라만시 프로스트 L,468.9
D011786,그래놀라요거트프로스트(블루베리) R,369.9
D011787,그래놀라요거트프로스트(블루베리) L,574.9
D011788,리얼 쿠앤크 쉐이크,382.8
D011789,리얼 블루베리 쉐이크,252.1
D011790,리얼 딸기 쉐이크,280.8
D011791,오리지널 바닐라 쉐이크,186.3
